id_persona,departamento,zona,contexto_sociocultural,id_centro,aprobado,puntos,actividades_acumuladas_3,actividades_acumuladas_4,actividades_acumuladas_5,actividades_acumuladas_6,actividades_acumuladas_7,preguntas_acumuladas_3,preguntas_acumuladas_4,preguntas_acumuladas_5,preguntas_acumuladas_6,preguntas_acumuladas_7,correctas_acumuladas_3,correctas_acumuladas_4,correctas_acumuladas_5,correctas_acumuladas_6,correctas_acumuladas_7,intenta.prom_3,intenta.prom_4,intenta.prom_5,intenta.prom_6,intenta.prom_7,activ.prom_3,activ.prom_4,activ.prom_5,activ.prom_6,activ.prom_7,pregu.prom_3,pregu.prom_4,pregu.prom_5,pregu.prom_6,pregu.prom_7,pts.min_3,pts.min_4,pts.min_5,pts.min_6,pts.min_7,pts.max_3,pts.max_4,pts.max_5,pts.max_6,pts.max_7,acierto_3,acierto_4,acierto_5,acierto_6,acierto_7,dias_acumulados_3,dias_acumulados_4,dias_acumulados_5,dias_acumulados_6,dias_acumulados_7,intentos_acumulados_3,intentos_acumulados_4,intentos_acumulados_5,intentos_acumulados_6,intentos_acumulados_7,actividades_asignadas_acumuladas_3,actividades_asignadas_acumuladas_4,actividades_asignadas_acumuladas_5,actividades_asignadas_acumuladas_6,actividades_asignadas_acumuladas_7,porc_actividades_hechas_3,porc_actividades_hechas_4,porc_actividades_hechas_5,porc_actividades_hechas_6,porc_actividades_hechas_7,mensajes_enviados_acumulados_3,mensajes_enviados_acumulados_4,mensajes_enviados_acumulados_5,mensajes_enviados_acumulados_6,mensajes_enviados_acumulados_7,mensajes_recibidos_acumulados_3,mensajes_recibidos_acumulados_4,mensajes_recibidos_acumulados_5,mensajes_recibidos_acumulados_6,mensajes_recibidos_acumulados_7,mensajes_hilos_acumulados_3,mensajes_hilos_acumulados_4,mensajes_hilos_acumulados_5,mensajes_hilos_acumulados_6,mensajes_hilos_acumulados_7,class_lb_3,class_lb_4,class_lb_5,class_lb_6,class_lb_7
846772,RIVERA,Rural,Quintil 2,2303,0,506.04,2,2,10,10,10,11,11,123,123,123,2,2,51,51,51,1,0,2.375,0,0,2,0,4,0,0,5.5,0,14,0,0,0.55,0,0.5975,0,0,0.55,0,0.6975,0,0,0.55,0,0.634280303030303,0,0,1,1,3,3,3,2,2,21,21,21,9,9,22,24,33,0.222222222222222,0.222222222222222,0.454545454545455,0.416666666666667,0.303030303030303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,846,846,846,846,846
1804002,CANELONES,Urbana,Quintil 5,1232,1,539.86,0,0,0,0,1,0,0,0,0,16,0,0,0,0,6,0,0,0,0,2,0,0,0,0,1,0,0,0,0,16,0,0,0,0,0.13,0,0,0,0,0.63,0,0,0,0,0.375,0,0,0,0,1,0,0,0,0,2,9,33,75,87,95,0,0,0,0,0.0105263157894737,0,0,0,0,4,0,0,0,0,0,0,0,0,0,2,1315,1315,1315,1315,1315
846795,DURAZNO,Urbana,Quintil 3,1663,0,460.3,1,4,9,9,12,1,52,105,105,120,1,43,90,90,97,1,2.33333333333333,1.6,0,1,1,3,5,0,3,1,17,10.6,0,5,1,0.766666666666667,0.88,0,0.616666666666667,1,1,0.96,0,0.616666666666667,1,0.880701754385963,0.92,0,0.619047619047617,1,2,3,3,4,1,8,16,16,19,9,38,68,80,80,0.111111111111111,0.105263157894737,0.132352941176471,0.1125,0.15,0,1,1,1,1,0,0,0,0,0,0,1,1,1,1,1177,1177,1177,1177,1177
738135,COLONIA,Urbana,Quintil 3,1526,0,494.51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,33,80,104,114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3576,3576,3576,3576,3576
713192,DURAZNO,Urbana,Quintil 5,1658,1,557.5,0,0,0,4,8,0,0,0,36,47,0,0,0,25,30,0,0,0,1.25,1,0,0,0,4,4,0,0,0,9,2.75,0,0,0,0.6875,0.8125,0,0,0,0.72,0.8125,0,0,0,0.703125,0.8125,0,0,0,1,2,0,0,0,5,9,9,33,75,99,109,0,0,0,0.0404040404040404,0.073394495412844,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3280,3280,3280,3280,3280
738964,MONTEVIDEO,Urbana,Quintil 2,884,1,596,0,0,0,0,1,0,0,0,0,10,0,0,0,0,3,0,0,0,0,1,0,0,0,0,1,0,0,0,0,10,0,0,0,0,0.3,0,0,0,0,0.3,0,0,0,0,0.3,0,0,0,0,1,0,0,0,0,1,0,33,75,99,109,0,0,0,0,0.0091743119266055,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1421,1421,1421,1421,1421
711872,MALDONADO,Urbana,Quintil 4,2066,0,403.75,3,5,5,13,22,21,40,40,78,179,17,30,30,45,84,1,1.5,0,1,1.44444444444444,3,2,0,4,3,7,9.5,0,4.75,11.2222222222222,0.866666666666667,0.665,0,0.57875,0.446,0.866666666666667,1,0,0.57875,0.463,0.866666666666667,0.83333333333333,0,0.578125,0.452738095238093,1,2,2,4,7,3,6,6,14,27,13,33,75,99,109,0.230769230769231,0.151515151515152,0.0666666666666667,0.131313131313131,0.201834862385321,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1507,1507,1507,1507,1507
846852,ROCHA,Urbana,Quintil 5,2423,1,549.39,0,0,0,3,4,0,0,0,20,28,0,0,0,13,18,0,0,0,1,1,0,0,0,3,1,0,0,0,6.66666666666667,8,0,0,0,0.67,0.63,0,0,0,0.67,0.63,0,0,0,0.666666666666667,0.625,0,0,0,1,2,0,0,0,3,4,9,36,78,98,98,0,0,0,0.0306122448979592,0.0408163265306122,0,1,1,1,1,0,0,0,0,0,0,1,1,1,1,2744,2744,2744,2744,2744
774431,MONTEVIDEO,Urbana,Quintil 5,740,0,446.51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,33,75,99,109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1157,1157,1157,1157,1157
724047,RIO NEGRO,Urbana,Quintil 4,2209,0,495.34,0,0,1,1,2,0,0,6,6,26,0,0,3,3,12,0,0,1,0,2,0,0,1,0,1,0,0,6,0,20,0,0,0.5,0,0.4,0,0,0.5,0,0.5,0,0,0.5,0,0.45,0,0,1,1,2,0,0,1,1,3,0,28,68,93,105,0,0,0.0147058823529412,0.010752688172043,0.0190476190476191,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2232,2232,2232,2232,2232
846885,PAYSANDU,Urbana,Quintil 1,2190,0,296.53,0,0,0,1,3,0,0,0,1,10,0,0,0,1,4,0,0,0,1,1,0,0,0,1,2,0,0,0,1,4.5,0,0,0,1,0.625,0,0,0,1,0.625,0,0,0,1,0.625,0,0,0,1,2,0,0,0,1,3,0,33,56,80,80,0,0,0,0.0125,0.0375,0,0,0,3,3,0,0,0,0,0,0,0,0,3,3,1760,1760,1760,1760,1760
880632,TACUAREMBO,Rural,Quintil 2,2961,1,606.63,0,0,0,11,15,0,0,0,224,242,0,0,0,80,91,0,0,0,2.72727272727273,1.25,0,0,0,3.66666666666667,4,0,0,0,20.3636363636364,4.5,0,0,0,0.574615384615385,0.765,0,0,0,0.720769230769231,0.765,0,0,0,0.642564102564102,0.763392857142855,0,0,0,3,4,0,0,0,30,35,9,9,9,9,19,0,0,0,1.22222222222222,0.789473684210526,0,0,0,12,17,0,0,0,2,4,0,0,0,14,21,2492,2492,2492,2492,2959
846932,ROCHA,Urbana,Quintil 2,2507,1,572.01,8,15,15,15,16,42,76,76,76,86,41,71,71,71,77,1.75,1,0,0,1,4,2.33333333333333,0,0,1,5.25,4.85714285714286,0,0,10,0.9875,0.922857142857143,0,0,0.6,0.9875,0.922857142857143,0,0,0.6,0.9875,0.922448979591836,0,0,0.6,2,5,5,5,6,14,21,21,21,22,9,33,75,99,99,0.888888888888889,0.454545454545455,0.2,0.151515151515152,0.161616161616162,0,1,1,1,3,0,0,0,0,1,0,1,1,1,4,1220,1220,1220,1220,1220
922966,MONTEVIDEO,Urbana,Quintil 5,828,1,598.28,0,0,0,2,11,0,0,0,12,68,0,0,0,5,55,0,0,0,1,1.33333333333333,0,0,0,2,4.5,0,0,0,6,6.22222222222222,0,0,0,0.44,0.955555555555556,0,0,0,0.44,0.966666666666667,0,0,0,0.4375,0.962962962962962,0,0,0,1,3,0,0,0,2,14,9,45,102,110,110,0,0,0,0.0181818181818182,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1691,1691,1691,1691,1691
846946,CERRO LARGO,Urbana,Quintil 1,1509,0,422.56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,33,75,116,126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3705,3705,3705,3705,3705
846958,CANELONES,Urbana,Quintil 5,1209,0,467.96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,33,75,99,109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3208,3208,3208,3208,3208
922969,CANELONES,Urbana,Quintil 3,1265,0,469.87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,33,75,99,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3732,3732,3732,3732,3732
846965,MONTEVIDEO,Urbana,Quintil 2,838,0,475.95,4,6,6,6,6,14,35,35,35,35,10,15,15,15,15,1.25,1.5,0,0,0,4,2,0,0,0,3.5,10.5,0,0,0,0.9,0.6,0,0,0,0.9,0.6,0,0,0,0.9,0.6,0,0,0,1,2,2,2,2,5,8,8,8,8,9,33,75,95,95,0.444444444444444,0.181818181818182,0.08,0.0631578947368421,0.0631578947368421,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1715,1715,1715,1715,1715
774436,MONTEVIDEO,Urbana,Quintil 5,740,1,588.46,3,13,18,22,30,41,91,115,158,211,36,79,103,128,154,1.66666666666667,1,1,1.5,1.125,3,5,2.5,4,2.66666666666667,13.6666666666667,5,4.8,10.75,6.625,0.833333333333333,0.89,1,0.565,0.6375,1,0.947,1,0.6875,0.6375,0.916666666666667,0.93,1,0.625,0.636458333333333,1,3,5,6,9,5,15,20,26,35,9,33,75,99,109,0.333333333333333,0.393939393939394,0.24,0.222222222222222,0.275229357798165,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,1157,1157,1157,1157,1157
922971,CANELONES,Urbana,Quintil 5,1232,1,900,0,0,0,4,4,0,0,0,42,42,0,0,0,40,40,0,0,0,1.25,0,0,0,0,4,0,0,0,0,10.5,0,0,0,0,0.9525,0,0,0,0,0.9875,0,0,0,0,0.969642857142855,0,0,0,0,1,1,0,0,0,5,5,9,33,68,80,88,0,0,0,0.05,0.0454545454545455,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2220,2220,2220,2220,2220
846997,CANELONES,Urbana,Quintil 5,1232,1,622.45,0,4,4,4,4,0,33,33,33,33,0,30,30,30,30,0,1.5,0,0,0,0,2,0,0,0,0,8.25,0,0,0,0,0.96,0,0,0,0,0.98,0,0,0,0,0.97,0,0,0,0,2,2,2,2,0,6,6,6,6,9,33,75,87,95,0,0.121212121212121,0.0533333333333333,0.0459770114942529,0.0421052631578947,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1315,1315,1315,1315,1315
847007,CANELONES,Urbana,Quintil 5,1237,0,505.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,33,91,115,125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2801,2801,2801,2801,2801
847009,FLORIDA,Urbana,Quintil 4,1830,0,472.25,0,0,0,2,9,0,0,0,11,50,0,0,0,8,23,0,0,0,1,1,0,0,0,2,2.33333333333333,0,0,0,5.5,5.57142857142857,0,0,0,0.85,0.435714285714286,0,0,0,0.85,0.49,0,0,0,0.85,0.478571428571429,0,0,0,1,4,0,0,0,2,9,0,13,40,88,100,0,0,0,0.0227272727272727,0.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2103,2103,2103,2103,2103
784128,TACUAREMBO,Urbana,Quintil 5,2989,1,539.21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,36,106,140,140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2918,2918,2918,2918,2918
707962,CANELONES,Urbana,Quintil 5,1248,0,468.67,0,0,0,0,18,0,0,0,0,79,0,0,0,0,46,0,0,0,0,1.05555555555556,0,0,0,0,18,0,0,0,0,4.38888888888889,0,0,0,0,0.742777777777778,0,0,0,0,0.770555555555556,0,0,0,0,0.757010582010582,0,0,0,0,1,0,0,0,0,19,9,33,75,99,99,0,0,0,0,0.181818181818182,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1976,1976,1976,1976,1976
847031,CANELONES,Urbana,Quintil 1,1259,1,545.11,0,0,0,0,9,0,0,0,0,38,0,0,0,0,28,0,0,0,0,1,0,0,0,0,9,0,0,0,0,4.22222222222222,0,0,0,0,0.877777777777778,0,0,0,0,0.877777777777778,0,0,0,0,0.877777777777778,0,0,0,0,1,0,0,0,0,9,9,33,75,99,114,0,0,0,0,0.0789473684210526,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1567,1567,1567,1567,1567
1621664,CANELONES,Rural,Quintil 5,1187,1,664.93,0,14,30,51,52,0,113,258,464,472,0,103,239,433,441,0,1.42857142857143,1.375,1.28571428571429,1,0,2.8,3.2,3,1,0,8.07142857142857,9.0625,9.80952380952381,8,0,0.916875,0.94,0.963636363636364,1,0,0.964375,0.983529411764706,0.986818181818182,1,0,0.940625,0.961554621848738,0.974621212121212,1,0,5,10,17,18,0,20,42,69,70,0,22,47,67,87,0,0.636363636363636,0.638297872340426,0.761194029850746,0.597701149425287,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,2729,2729,2729,2729,2729
847037,CANELONES,Urbana,Quintil 4,1208,1,550.39,0,0,0,4,4,0,0,0,30,30,0,0,0,17,17,0,0,0,1.5,0,0,0,0,4,0,0,0,0,7.5,0,0,0,0,0.6075,0,0,0,0,0.7875,0,0,0,0,0.726190476190473,0,0,0,0,1,1,0,0,0,6,6,0,28,75,96,96,0,0,0,0.0416666666666667,0.0416666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,767,767,767,767,767
847038,MALDONADO,Urbana,Quintil 4,2066,1,541.57,2,2,2,2,2,41,41,41,41,41,38,38,38,38,38,2.5,0,0,0,0,2,0,0,0,0,20.5,0,0,0,0,0.95,0,0,0,0,1,0,0,0,0,0.9625,0,0,0,0,1,1,1,1,1,5,5,5,5,5,9,33,75,99,109,0.222222222222222,0.0606060606060606,0.0266666666666667,0.0202020202020202,0.018348623853211,6,6,6,6,6,0,1,1,1,1,6,7,7,7,7,1614,1614,1614,1614,1614
847051,CANELONES,Urbana,Quintil 5,1322,0,362.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,33,75,99,109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3126,3126,3126,3126,3126
847056,MONTEVIDEO,Urbana,Quintil 2,991,0,524.62,0,0,0,0,2,0,0,0,0,6,0,0,0,0,1,0,0,0,0,1,0,0,0,0,2,0,0,0,0,3,0,0,0,0,0.5,0,0,0,0,0.5,0,0,0,0,0.5,0,0,0,0,1,0,0,0,0,2,9,33,75,99,99,0,0,0,0,0.0202020202020202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,452,452,452,452,452
706789,MONTEVIDEO,Urbana,Quintil 5,828,0,524.36,0,1,1,1,1,0,6,6,6,6,0,6,6,6,6,0,1,0,0,0,0,1,0,0,0,0,6,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,1,1,0,1,1,1,1,13,33,63,96,100,0,0.0303030303030303,0.0158730158730159,0.0104166666666667,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1597,1597,1597,1597,1597
847064,PAYSANDU,Urbana,Quintil 3,2187,0,480.63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,63,92,104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3754,3754,3754,3754,3754
847066,COLONIA,Urbana,Quintil 4,1557,1,573.49,3,3,3,5,5,71,71,71,86,86,54,54,54,62,62,2.66666666666667,0,0,1,0,3,0,0,2,0,23.6666666666667,0,0,7.5,0,0.633333333333333,0,0,0.4,0,0.9,0,0,0.4,0,0.816666666666667,0,0,0.4,0,1,1,1,2,2,8,8,8,10,10,9,33,75,100,110,0.333333333333333,0.0909090909090909,0.04,0.05,0.0454545454545455,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1989,1989,1989,1989,1989
1039811,MONTEVIDEO,Urbana,Quintil 5,740,0,515.59,8,15,21,21,22,36,93,133,133,145,30,82,118,118,123,1.125,1.28571428571429,1.16666666666667,0,1,4,3.5,6,0,1,4.5,8.14285714285714,6.66666666666667,0,12,0.9125,0.937142857142857,0.921666666666667,0,0.42,0.9375,0.957142857142857,0.95,0,0.42,0.925,0.943537414965986,0.93611111111111,0,0.41666666666666,2,4,5,5,6,9,18,25,25,26,9,33,75,99,109,0.888888888888889,0.454545454545455,0.28,0.212121212121212,0.201834862385321,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1144,1144,1144,1144,1144
880654,CANELONES,Urbana,Quintil 2,1221,1,683.87,9,9,9,9,9,226,226,226,226,226,200,200,200,200,200,3.33333333333333,0,0,0,0,4.5,0,0,0,0,25.1111111111111,0,0,0,0,0.874444444444445,0,0,0,0,1,0,0,0,0,0.939351851851851,0,0,0,0,2,2,2,2,2,30,30,30,30,30,9,33,75,99,109,1,0.272727272727273,0.12,0.0909090909090909,0.0825688073394496,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1785,1785,1785,1785,1785
847114,ROCHA,Urbana,Quintil 5,2445,1,627.91,0,0,0,0,3,0,0,0,0,10,0,0,0,0,10,0,0,0,0,1,0,0,0,0,3,0,0,0,0,3.33333333333333,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,3,9,33,75,96,96,0,0,0,0,0.03125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,998,998,998,998,998
847123,MALDONADO,Urbana,Quintil 4,2066,1,574.76,0,0,0,0,2,0,0,0,0,20,0,0,0,0,11,0,0,0,0,1.5,0,0,0,0,2,0,0,0,0,10,0,0,0,0,0.5,0,0,0,0,0.6,0,0,0,0,0.55,0,0,0,0,1,0,0,0,0,3,9,33,75,99,109,0,0,0,0,0.018348623853211,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1614,1614,1614,1614,1614
847138,FLORIDA,Urbana,Quintil 4,1849,0,455.7,0,16,20,26,30,0,120,153,231,263,0,106,135,203,219,0,1.5625,1.5,1.66666666666667,1,0,8,4,6,2,0,7.5,8.25,13,8,0,0.91875,0.9,0.88,0.75,0,1,0.975,1,0.75,0,0.956249999999999,0.9375,0.927976190476188,0.75,0,2,3,4,6,0,25,31,41,45,0,43,71,77,77,0,0.372093023255814,0.28169014084507,0.337662337662338,0.38961038961039,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,921,921,921,921,921
847144,MALDONADO,Urbana,Quintil 4,2066,0,462.53,3,13,29,41,49,60,109,203,268,330,48,77,129,159,179,2.33333333333333,1.2,1,1,1,1.5,3.33333333333333,4,4,2.66666666666667,20,4.9,5.875,5.41666666666667,7.75,0.796,0.668,0.76625,0.605,0.47125,0.96,0.768,0.76625,0.605,0.47125,0.878421052631578,0.707777777777777,0.766220238095237,0.604166666666667,0.469791666666665,2,5,9,12,15,7,19,35,47,55,13,33,75,99,109,0.230769230769231,0.393939393939394,0.386666666666667,0.414141414141414,0.44954128440367,0,0,2,2,2,0,0,0,0,0,0,0,2,2,2,1507,1507,1507,1507,1507
847173,RIVERA,Urbana,Quintil 5,2415,0,398.79,5,9,9,9,12,14,41,41,41,81,14,36,36,36,53,1,1,0,0,2,5,4,0,0,1,2.8,6.75,0,0,13.3333333333333,1,0.875,0,0,0.5,1,0.875,0,0,0.5,1,0.875,0,0,0.5,1,2,2,2,5,5,9,9,9,15,9,33,75,99,109,0.555555555555556,0.272727272727273,0.12,0.0909090909090909,0.110091743119266,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1016,1016,1016,1016,1016
1781882,CANELONES,Urbana,Quintil 5,1232,1,534.56,0,2,2,4,5,0,71,71,92,108,0,51,51,69,84,0,4,0,1.5,2,0,2,0,2,1,0,35.5,0,10.5,16,0,0.6,0,0.9,0.88,0,1,0,0.95,1,0,0.857142857142855,0,0.925,0.9375,0,1,1,2,3,0,8,8,11,13,9,33,75,87,95,0,0.0606060606060606,0.0266666666666667,0.0459770114942529,0.0526315789473684,0,0,0,2,2,0,0,0,0,0,0,0,0,2,2,866,866,866,866,866
724057,COLONIA,Urbana,Quintil 5,1521,0,497.13,2,6,6,6,7,11,34,34,34,44,4,19,19,19,25,1,1.25,0,0,1,2,4,0,0,1,5.5,5.75,0,0,10,0.65,0.575,0,0,0.6,0.65,0.825,0,0,0.6,0.65,0.7,0,0,0.6,1,2,2,2,3,2,7,7,7,8,9,33,68,109,119,0.222222222222222,0.181818181818182,0.0882352941176471,0.055045871559633,0.0588235294117647,0,0,0,0,0,2,2,2,2,2,1,1,1,1,1,1789,1789,1789,1789,1789
847184,SORIANO,Urbana,Quintil 4,2792,1,555.17,0,0,2,6,6,0,0,2,40,40,0,0,1,24,24,0,0,1,1,0,0,0,2,4,0,0,0,1,9.5,0,0,0,0.5,0.745,0,0,0,0.5,0.745,0,0,0,0.5,0.745833333333333,0,0,0,1,2,2,0,0,2,6,6,9,33,75,87,95,0,0,0.0266666666666667,0.0689655172413793,0.0631578947368421,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3262,3262,3262,3262,3262
1780088,TACUAREMBO,Urbana,Quintil 3,2932,1,745.83,3,17,27,27,32,71,129,193,193,211,69,126,189,189,203,2.66666666666667,1,1.1,0,1,1.5,4.66666666666667,5,0,5,23.6666666666667,4.14285714285714,6.4,0,3.6,0.95,0.992857142857143,0.99,0,0.88,1,0.992857142857143,1,0,0.88,0.98125,0.992857142857143,0.995,0,0.88,2,5,7,7,8,8,22,33,33,38,9,33,75,99,109,0.333333333333333,0.515151515151515,0.36,0.272727272727273,0.293577981651376,0,1,1,1,1,0,0,0,0,0,0,1,1,1,1,536,536,536,536,536
774448,COLONIA,Urbana,Quintil 4,1525,1,535.44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,45,90,102,109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3758,3758,3758,3758,3758
847218,RIO NEGRO,Urbana,Quintil 4,2209,0,396.53,0,0,0,0,2,0,0,0,0,25,0,0,0,0,15,0,0,0,0,1.5,0,0,0,0,2,0,0,0,0,12.5,0,0,0,0,0.35,0,0,0,0,0.4,0,0,0,0,0.375,0,0,0,0,1,0,0,0,0,3,0,28,68,93,105,0,0,0,0,0.0190476190476191,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2232,2232,2232,2232,2232
847238,PAYSANDU,Urbana,Quintil 2,2180,1,592.81,0,3,3,3,9,0,21,21,21,83,0,17,17,17,60,0,1,0,0,1.5,0,3,0,0,3,0,7,0,0,10.3333333333333,0,0.866666666666667,0,0,0.665,0,0.866666666666667,0,0,0.713333333333333,0,0.866666666666667,0,0,0.688690476190475,0,1,1,1,3,0,3,3,3,12,0,33,75,87,87,0,0.0909090909090909,0.04,0.0344827586206897,0.103448275862069,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,2162,2162,2162,2162,2162
847248,RIO NEGRO,Urbana,Quintil 5,2254,1,630.24,0,0,9,13,15,0,0,69,96,105,0,0,69,85,93,0,0,1,1,1,0,0,4.5,4,1,0,0,7.66666666666667,6.75,4.5,0,0,1,0.6825,0.94,0,0,1,0.6825,0.94,0,0,1,0.68125,0.9375,0,0,2,3,5,0,0,9,13,15,9,33,75,99,99,0,0,0.12,0.131313131313131,0.151515151515152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,800,800,800,800,800
847264,SORIANO,Urbana,Quintil 5,2784,1,571.9,0,3,7,7,10,0,22,39,39,64,0,10,24,24,34,0,1.33333333333333,1,0,1,0,1.5,2,0,3,0,7.33333333333333,4.25,0,8.33333333333333,0,0.533333333333333,0.875,0,0.353333333333333,0,0.666666666666667,0.875,0,0.353333333333333,0,0.6,0.875,0,0.35185185185185,0,2,4,4,5,0,4,8,8,11,9,33,68,74,85,0,0.0909090909090909,0.102941176470588,0.0945945945945946,0.117647058823529,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2083,2083,2083,2083,2083
847267,SORIANO,Urbana,Quintil 5,2784,0,459.95,1,1,2,16,17,1,1,2,83,84,1,1,2,45,46,1,0,1,1,1,1,0,1,14,1,1,0,1,5.78571428571429,1,1,0,1,0.682857142857143,1,1,0,1,0.682857142857143,1,1,0,1,0.683163265306122,1,1,1,2,3,4,1,1,2,16,17,9,33,68,74,85,0.111111111111111,0.0303030303030303,0.0294117647058824,0.216216216216216,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2083,2083,2083,2083,2083
847288,CANELONES,Urbana,Quintil 5,1219,0,425.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,38,80,80,97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,774,774,774,774,774
